filename,true_label,cluster
german-shepherd96.jpg,german-shepherd,7
german-shepherd97.jpg,german-shepherd,0
german-shepherd98.jpg,german-shepherd,5
german-shepherd99.jpg,german-shepherd,0
husky10.jpg,husky,5
husky100.jpg,husky,0
husky101.jpg,husky,7
husky105.jpg,husky,5
husky106.jpg,husky,5
husky107.jpg,husky,7
husky11.jpg,husky,7
husky110.jpg,husky,1
husky111.jpg,husky,7
husky112.jpg,husky,3
husky116.jpg,husky,7
husky12.jpg,husky,7
husky16.jpg,husky,7
husky17.jpg,husky,5
husky18.jpg,husky,4
husky2.jpg,husky,3
husky20.jpg,husky,0
husky22.jpg,husky,0
husky24.jpg,husky,3
husky26.jpg,husky,7
husky28.jpg,husky,5
husky3.jpg,husky,0
husky30.jpg,husky,7
husky32.jpg,husky,5
husky34.jpg,husky,1
husky36.jpg,husky,4
husky38.jpg,husky,5
husky4.jpg,husky,7
husky40.jpg,husky,0
husky42.jpg,husky,7
husky44.jpg,husky,0
husky46.jpg,husky,7
husky52.jpg,husky,0
husky54.jpg,husky,5
husky56.jpg,husky,4
husky58.jpg,husky,7
husky6.jpg,husky,4
husky60.jpg,husky,5
husky61.jpg,husky,0
husky62.jpg,husky,7
husky63.jpg,husky,7
husky64.jpg,husky,1
husky65.jpg,husky,4
husky66.jpg,husky,0
husky67.jpg,husky,0
husky69.jpg,husky,0
husky7.jpg,husky,0
husky70.jpg,husky,4
husky71.jpg,husky,3
husky72.jpg,husky,5
husky73.jpg,husky,5
husky74.jpg,husky,5
husky75.jpg,husky,7
husky76.jpg,husky,7
husky78.jpg,husky,5
husky79.jpg,husky,7
husky8.jpg,husky,4
husky83.jpg,husky,5
husky84.jpg,husky,0
husky85.jpg,husky,5
husky86.jpg,husky,1
husky9.jpg,husky,5
husky90.jpg,husky,0
husky91.jpg,husky,7
husky92.jpg,husky,3
husky93.jpg,husky,7
husky94.jpg,husky,5
husky95.jpg,husky,0
husky97.jpg,husky,4
husky98.jpg,husky,7
husky99.jpg,husky,5
labrador-retriever1.jpg,labrador-retriever,1
labrador-retriever100.jpg,labrador-retriever,0
labrador-retriever104.jpg,labrador-retriever,5
labrador-retriever106.jpg,labrador-retriever,7
labrador-retriever107.jpg,labrador-retriever,7
labrador-retriever108.jpg,labrador-retriever,5
labrador-retriever110.jpg,labrador-retriever,4
labrador-retriever111.jpg,labrador-retriever,7
labrador-retriever114.jpg,labrador-retriever,4
labrador-retriever115.jpg,labrador-retriever,0
labrador-retriever116.jpg,labrador-retriever,5
labrador-retriever15.jpg,labrador-retriever,0
labrador-retriever17.jpg,labrador-retriever,4
labrador-retriever19.jpg,labrador-retriever,0
labrador-retriever2.jpg,labrador-retriever,3
labrador-retriever20.jpg,labrador-retriever,1
labrador-retriever24.jpg,labrador-retriever,0
labrador-retriever26.jpg,labrador-retriever,5
labrador-retriever28.jpg,labrador-retriever,0
labrador-retriever3.jpg,labrador-retriever,2
labrador-retriever30.jpg,labrador-retriever,1
labrador-retriever38.jpg,labrador-retriever,5
labrador-retriever4.jpg,labrador-retriever,0
labrador-retriever42.jpg,labrador-retriever,1
labrador-retriever44.jpg,labrador-retriever,0
labrador-retriever46.jpg,labrador-retriever,5
labrador-retriever52.jpg,labrador-retriever,5
labrador-retriever56.jpg,labrador-retriever,5
labrador-retriever60.jpg,labrador-retriever,7
labrador-retriever61.jpg,labrador-retriever,2
labrador-retriever62.jpg,labrador-retriever,5
labrador-retriever63.jpg,labrador-retriever,1
labrador-retriever67.jpg,labrador-retriever,0
labrador-retriever71.jpg,labrador-retriever,7
labrador-retriever72.jpg,labrador-retriever,0
labrador-retriever73.jpg,labrador-retriever,0
labrador-retriever75.jpg,labrador-retriever,5
labrador-retriever76.jpg,labrador-retriever,1
labrador-retriever77.jpg,labrador-retriever,5
labrador-retriever79.jpg,labrador-retriever,5
labrador-retriever8.jpg,labrador-retriever,1
labrador-retriever80.jpg,labrador-retriever,5
labrador-retriever85.jpg,labrador-retriever,0
labrador-retriever87.jpg,labrador-retriever,5
labrador-retriever88.jpg,labrador-retriever,5
labrador-retriever91.jpg,labrador-retriever,0
labrador-retriever94.jpg,labrador-retriever,1
labrador-retriever96.jpg,labrador-retriever,5
labrador-retriever97.jpg,labrador-retriever,5
labrador-retriever98.jpg,labrador-retriever,1
poodle100.jpg,poodle,0
poodle104.jpg,poodle,1
poodle106.jpg,poodle,7
poodle109.jpg,poodle,1
poodle11.jpg,poodle,1
poodle110.jpg,poodle,1
poodle116.jpg,poodle,7
poodle118.jpg,poodle,7
poodle13.jpg,poodle,7
poodle14.jpg,poodle,4
poodle16.jpg,poodle,4
poodle17.jpg,poodle,5
poodle18.jpg,poodle,7
poodle19.jpg,poodle,0
poodle20.jpg,poodle,0
poodle24.jpg,poodle,5
poodle26.jpg,poodle,1
poodle28.jpg,poodle,0
poodle30.jpg,poodle,7
poodle32.jpg,poodle,4
poodle36.jpg,poodle,2
poodle40.jpg,poodle,5
poodle42.jpg,poodle,2
poodle44.jpg,poodle,0
poodle48.jpg,poodle,7
poodle5.jpg,poodle,7
poodle50.jpg,poodle,1
poodle54.jpg,poodle,0
poodle56.jpg,poodle,1
poodle6.jpg,poodle,5
poodle60.jpg,poodle,7
poodle62.jpg,poodle,0
poodle63.jpg,poodle,4
poodle64.jpg,poodle,2
poodle65.jpg,poodle,5
poodle66.jpg,poodle,2
poodle68.jpg,poodle,1
poodle69.jpg,poodle,1
poodle70.jpg,poodle,7
poodle71.jpg,poodle,5
poodle72.jpg,poodle,1
poodle73.jpg,poodle,7
poodle76.jpg,poodle,0
poodle77.jpg,poodle,7
poodle79.jpg,poodle,0
poodle86.jpg,poodle,5
poodle87.jpg,poodle,2
poodle88.jpg,poodle,7
poodle89.jpg,poodle,1
poodle90.jpg,poodle,5
poodle91.jpg,poodle,0
poodle92.jpg,poodle,4
poodle96.jpg,poodle,0
poodle97.jpg,poodle,1
poodle98.jpg,poodle,7
poodle99.jpg,poodle,2
rottweiler1.jpg,rottweiler,0
rottweiler10.jpg,rottweiler,7
rottweiler100.jpg,rottweiler,0
rottweiler105.jpg,rottweiler,0
rottweiler106.jpg,rottweiler,7
rottweiler108.jpg,rottweiler,0
rottweiler109.jpg,rottweiler,4
rottweiler11.jpg,rottweiler,1
rottweiler110.jpg,rottweiler,0
rottweiler111.jpg,rottweiler,1
rottweiler112.jpg,rottweiler,0
rottweiler113.jpg,rottweiler,4
rottweiler114.jpg,rottweiler,0
rottweiler115.jpg,rottweiler,0
rottweiler116.jpg,rottweiler,3
rottweiler117.jpg,rottweiler,0
rottweiler118.jpg,rottweiler,7
rottweiler12.jpg,rottweiler,4
rottweiler14.jpg,rottweiler,7
rottweiler15.jpg,rottweiler,7
rottweiler17.jpg,rottweiler,0
rottweiler18.jpg,rottweiler,7
rottweiler19.jpg,rottweiler,4
rottweiler2.jpg,rottweiler,4
rottweiler20.jpg,rottweiler,1
rottweiler22.jpg,rottweiler,5
rottweiler24.jpg,rottweiler,5
rottweiler26.jpg,rottweiler,3
rottweiler28.jpg,rottweiler,0
rottweiler30.jpg,rottweiler,1
rottweiler32.jpg,rottweiler,0
rottweiler34.jpg,rottweiler,5
rottweiler36.jpg,rottweiler,5
rottweiler38.jpg,rottweiler,0
rottweiler4.jpg,rottweiler,0
rottweiler40.jpg,rottweiler,1
rottweiler42.jpg,rottweiler,5
rottweiler44.jpg,rottweiler,4
rottweiler46.jpg,rottweiler,5
rottweiler48.jpg,rottweiler,1
rottweiler5.jpg,rottweiler,6
rottweiler50.jpg,rottweiler,0
rottweiler54.jpg,rottweiler,0
rottweiler58.jpg,rottweiler,7
rottweiler6.jpg,rottweiler,7
rottweiler60.jpg,rottweiler,7
rottweiler61.jpg,rottweiler,5
rottweiler62.jpg,rottweiler,3
rottweiler63.jpg,rottweiler,1
rottweiler65.jpg,rottweiler,1
rottweiler66.jpg,rottweiler,5
rottweiler67.jpg,rottweiler,1
rottweiler68.jpg,rottweiler,0
rottweiler7.jpg,rottweiler,5
rottweiler70.jpg,rottweiler,7
rottweiler71.jpg,rottweiler,5
rottweiler72.jpg,rottweiler,0
rottweiler73.jpg,rottweiler,0
rottweiler74.jpg,rottweiler,5
rottweiler75.jpg,rottweiler,0
rottweiler77.jpg,rottweiler,4
rottweiler78.jpg,rottweiler,0
rottweiler79.jpg,rottweiler,0
rottweiler8.jpg,rottweiler,5
rottweiler83.jpg,rottweiler,7
rottweiler84.jpg,rottweiler,5
rottweiler85.jpg,rottweiler,0
rottweiler88.jpg,rottweiler,1
rottweiler89.jpg,rottweiler,0
rottweiler90.jpg,rottweiler,7
rottweiler91.jpg,rottweiler,5
rottweiler92.jpg,rottweiler,1
rottweiler93.jpg,rottweiler,1
rottweiler94.jpg,rottweiler,5
rottweiler95.jpg,rottweiler,0
rottweiler97.jpg,rottweiler,3
rottweiler98.jpg,rottweiler,0
rottweiler99.jpg,rottweiler,5
